run_id,policy,policy_label,scenario,seed,config_hash,horizon_s,budget_j,n_steps,n_scans,n_sleeps,dwell_time_s,retune_time_s,sleep_time_s,t_end_s,energy_total_j,energy_scan_j,energy_retune_j,energy_fixed_j,energy_sleep_j,n_channel_dwells,poi_10,poi_30,poi_60,poi_p1_10,poi_p1_30,poi_p1_60,ttfi_p1_median_s,ttfi_p1_p90_s,ttfi_p1_n_intercepted,ttfi_p1_n_total,ttfi_p1_frac,coverage_frac,coverage_p1_frac,n_unique_detections,n_unique_p1_detections,energy_per_detection_j,energy_per_prio1_detection_j,max_staleness_p1_s,mean_staleness_p1_s,n_detections,n_true_positive_dets,n_false_alarms,false_alarm_rate_per_dwell,false_alarm_rate_per_s,n_emitters,n_activations_total,scan_span_frac,reached_horizon,budget_exhausted,alpha,beta_learned,score_mode,model_id,wall_time_s
index__dense__s2__h60,index,index (rung 1),dense,2,2f0c71dd1bcf3610,60.0,6.0,496,323,173,3.63,1.32273,55.04727000000002,60.0,5.991202699999983,3.63,1.1647300000000005,0.646,0.5504727000000001,24240,0.2916666666666667,0.2916666666666667,0.375,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.010523387453385054,0.0006824541666747588,25,0,0.2396481079999993,inf,31.930729999999897,29.560571249999974,169,139,30,0.0012376237623762376,0.5,24,489,0.9445646666666663,1,0,0.5,0.0,rate,,1.5622293000342324
index__dense__s3__h60,index,index (rung 1),dense,3,2f0c71dd1bcf3610,60.0,6.0,556,350,206,3.69,1.22703,55.08297000000018,60.0,5.996859699999984,3.69,1.0560300000000002,0.7000000000000001,0.5508297000000019,21480,0.125,0.25,0.3333333333333333,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.007195876484539592,0.0,34,0,0.17637822647058776,inf,30.517,29.73754740000004,191,168,23,0.0010707635009310987,0.38333333333333336,24,500,0.9422288333333293,1,0,0.5,0.0,rate,,1.7542956999968737
index__dense__s4__h60,index,index (rung 1),dense,4,2f0c71dd1bcf3610,60.0,6.0,531,331,200,3.5700000000000003,1.35823,55.07176999999998,60.0,5.979947699999977,3.5700000000000003,1.1972300000000002,0.662,0.5507176999999998,22890,0.125,0.20833333333333334,0.375,0.0,0.0,0.0,60.0,60.0,0,6,0.0,0.005665099452121469,0.0023096058025009253,33,0,0.18121053636363568,inf,24.803410000000078,21.683857900000024,170,138,32,0.001397990388816077,0.5333333333333333,24,478,0.9423998333333343,1,0,0.5,0.0,rate,,1.6126378999324515
round_robin__sparse__s0__h60,round_robin,round robin (fair-tuned),sparse,0,149ce5de72688711,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.375,0.375,0.375,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.00040527578230470986,0.0,3,0,1.9997396999999806,inf,56.35399999999999,56.21149999999999,7,3,4,0.0009090909090909091,0.06666666666666667,8,103,0.11110499999999925,1,0,0.5,0.0,rate,,0.46878750005271286
round_robin__sparse__s1__h60,round_robin,round robin (fair-tuned),sparse,1,149ce5de72688711,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.375,0.375,0.375,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0003141733134812932,0.0,3,0,1.9997396999999806,inf,56.35399999999999,56.21149999999999,8,4,4,0.0009090909090909091,0.06666666666666667,8,91,0.11110499999999925,1,0,0.5,0.0,rate,,0.45708389999344945
round_robin__sparse__s2__h60,round_robin,round robin (fair-tuned),sparse,2,149ce5de72688711,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.25,0.25,0.25,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0002527808113061858,0.0,3,0,1.9997396999999806,inf,56.35399999999999,56.21149999999999,6,3,3,0.0006818181818181819,0.05,8,90,0.11110499999999925,1,0,0.5,0.0,rate,,0.49412439996376634
round_robin__sparse__s3__h60,round_robin,round robin (fair-tuned),sparse,3,149ce5de72688711,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.5,0.5,0.5,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0003069983068440776,0.0,4,0,1.4998047749999854,inf,56.35399999999999,56.21149999999999,10,4,6,0.0013636363636363637,0.1,8,102,0.11110499999999925,1,0,0.5,0.0,rate,,0.44142430007923394
round_robin__sparse__s4__h60,round_robin,round robin (fair-tuned),sparse,4,149ce5de72688711,60.0,6.0,879,440,439,4.4,0.38709,55.21291000000003,60.0,5.999219099999942,4.4,0.16708999999999996,0.88,0.5521291000000003,4400,0.5,0.5,0.5,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0003964820295426852,0.0,5,0,1.1998438199999883,inf,56.35399999999999,56.21149999999999,9,6,3,0.0006818181818181819,0.05,8,98,0.11110499999999925,1,0,0.5,0.0,rate,,0.45778379996772856
epsilon_greedy__sparse__s0__h60,epsilon_greedy,epsilon_greedy,sparse,0,149ce5de72688711,60.0,6.0,464,232,232,2.32,1.44744,56.232560000000134,60.0,4.752765599999989,2.32,1.40644,0.464,0.5623256000000013,1160,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0,0.0,0,0,inf,inf,60.0,56.82280999999999,0,0,0,0.0,0.0,8,103,0.9996239999999952,1,0,0.5,0.0,rate,,0.2893954999744892
epsilon_greedy__sparse__s1__h60,epsilon_greedy,epsilon_greedy,sparse,1,149ce5de72688711,60.0,6.0,466,233,233,2.33,1.06414,56.605860000000156,60.0,4.385698599999993,2.33,1.0236399999999999,0.466,0.5660586000000015,1165,0.125,0.125,0.125,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0061263796128847485,0.0,10,0,0.4385698599999993,inf,60.0,56.353005999999986,77,75,2,0.0017167381974248926,0.03333333333333333,8,91,0.9974578888888836,1,0,0.5,0.0,rate,,0.3026363999815658
epsilon_greedy__sparse__s2__h60,epsilon_greedy,epsilon_greedy,sparse,2,149ce5de72688711,60.0,6.0,462,231,231,2.31,1.56894,56.12106000000015,60.0,4.862650599999985,2.31,1.5294400000000001,0.462,0.5612106000000016,1155,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0,0.0,0,0,inf,inf,60.0,57.32430166666667,1,0,1,0.0008658008658008658,0.016666666666666666,8,90,0.9974267777777727,1,0,0.5,0.0,rate,,0.2917463999474421
epsilon_greedy__sparse__s3__h60,epsilon_greedy,epsilon_greedy,sparse,3,149ce5de72688711,60.0,6.0,460,230,230,2.3000000000000003,1.90174,55.798260000000106,60.0,5.172222599999985,2.3000000000000003,1.8542399999999994,0.46,0.5579826000000011,1150,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0,0.0,0,0,inf,inf,60.0,59.44730683333333,1,0,1,0.0008695652173913044,0.016666666666666666,8,102,0.9987512222222179,1,0,0.5,0.0,rate,,0.299845700035803
epsilon_greedy__sparse__s4__h60,epsilon_greedy,epsilon_greedy,sparse,4,149ce5de72688711,60.0,6.0,462,231,231,2.31,1.50004,56.189960000000085,60.0,4.790939599999983,2.31,1.4570400000000001,0.462,0.5618996000000008,1155,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0,0.0,0,0,inf,inf,60.0,57.51833616666665,2,0,2,0.0017316017316017316,0.03333333333333333,8,98,0.9962784444444405,1,0,0.5,0.0,rate,,0.3186999000608921
index__sparse__s0__h60,index,index (rung 1),sparse,0,149ce5de72688711,60.0,6.0,2214,1455,759,2.129,0.51295,57.358050000000674,60.0,5.997030499999971,2.129,0.38444999999999974,2.91,0.5735805000000067,4784,0.25,0.375,0.375,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0065135404951208245,0.0021338487055844978,16,0,0.3748144062499982,inf,60.0,51.721686149999954,525,523,2,0.0004180602006688963,0.03333333333333333,8,103,0.94214416666666,1,0,0.5,0.0,rate,,5.394805500051007
index__sparse__s1__h60,index,index (rung 1),sparse,1,149ce5de72688711,60.0,6.0,1865,927,938,2.235,1.52772,56.23728000000079,60.0,5.999592799999938,2.235,1.34822,1.854,0.5623728000000079,7087,0.0,0.125,0.375,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0038808903002009124,0.0002995424175210648,9,0,0.6666214222222153,inf,49.77193000000001,33.36965669999999,192,188,4,0.0005644137152532807,0.06666666666666667,8,91,0.9468413333333316,1,0,0.5,0.0,rate,,4.170574399991892
index__sparse__s2__h60,index,index (rung 1),sparse,2,149ce5de72688711,60.0,6.0,1839,929,910,2.2600000000000002,1.4880200000000001,56.25198000000084,60.0,5.999039799999955,2.2600000000000002,1.3185199999999995,1.858,0.5625198000000085,6831,0.0,0.125,0.25,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.0039046449888142337,0.0,8,0,0.7498799749999944,inf,51.38775999999979,35.247690449999915,400,396,4,0.0005855658029571073,0.06666666666666667,8,90,0.9464901666666578,1,0,0.5,0.0,rate,,4.121334699913859
index__sparse__s3__h60,index,index (rung 1),sparse,3,149ce5de72688711,60.0,6.0,1753,1013,740,2.316,1.25518,56.428820000000016,60.0,5.998468199999923,2.316,1.0921799999999995,2.0260000000000002,0.5642882000000001,6245,0.125,0.125,0.125,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.003064816270734858,0.0,8,0,0.7498085249999904,inf,60.0,38.83478240000009,211,204,7,0.0011208967173738991,0.11666666666666667,8,102,0.943683666666668,1,0,0.5,0.0,rate,,2.812056399998255
index__sparse__s4__h60,index,index (rung 1),sparse,4,149ce5de72688711,60.0,6.0,1950,1215,735,2.113,1.047,56.84000000000013,60.0,5.999899999999912,2.113,0.8884999999999996,2.43,0.5684000000000013,5574,0.125,0.125,0.25,0.0,0.0,0.0,60.0,60.0,0,2,0.0,0.004341478223490995,0.0,11,0,0.5454454545454466,inf,60.0,37.8199291000001,397,393,4,0.0007176175098672408,0.06666666666666667,8,98,0.9462023333333357,1,0,0.5,0.0,rate,,2.8938252999214455
